date;trial;subject;task;stage;checksum;box;TRIAL_START;TRIAL_END;Port1In_START;Port1Out_START;Port4In_START;Port4Out_START;Port7In_START;Port7Out_START;STATE_center_light_START;STATE_center_light_END;STATE_drink_delay_START;STATE_drink_delay_END;STATE_light_off_START;STATE_light_off_END;STATE_light_on_START;STATE_light_on_END;STATE_side_light_START;STATE_side_light_END;STATE_wait_opto_START;STATE_wait_opto_END;STATE_water_delivery_START;STATE_water_delivery_END;STATE_wrong_side_START;STATE_wrong_side_END;SoftcodeOut1_START;SoftcodeOut20_START;SoftcodeOut6_START;SoftcodeOut7_START;Block_index;Block_type;Prob_block_type;Probability_L_R_blocks;frequency_light;iti_duration;list_prob_R_values;max_dur_light;opto_bool;opto_type;outcome;probability_r;pulse_dur_on;reward_drunk;side;subject_weight;trials_max
2024/08/02;41;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598079.060431;1722598083.183017;;;1722598079.956931;1722598080.039331;1722598079.131231,1722598080.275131;1722598079.306031,1722598080.378231;1722598079.060431;1722598079.956931;1722598080.286931;1722598083.183031;;;;;1722598079.956931;1722598080.275131;;;1722598080.275131;1722598080.286931;;;;;;;1.0;exp;rdm_values;balanced;20;2.8961577945315553;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;78.0;right;0.0;99999.0
2024/08/02;42;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598083.237305;1722598145.2648911;1722598142.288405;1722598142.351105;1722598139.436105;1722598139.533005;;;1722598083.237305;1722598139.436105;1722598142.788405;1722598145.264905;;;;;1722598139.436105;1722598142.288405;;;;;1722598142.288405;1722598142.788405;1722598142.290746;;;;1.0;exp;rdm_values;balanced;20;2.476546155040455;[0.9, 0.8];2.0;0;6;incorrect;0.9;0.0125;78.0;right;0.0;99999.0
2024/08/02;43;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598145.322472;1722598160.7651582;1722598156.754172;1722598156.795272;1722598156.1722722;1722598156.193772;;;1722598145.322472;1722598156.1722722;1722598156.7663722;1722598160.765172;;;;;1722598156.1722722;1722598156.754172;;;1722598156.754172;1722598156.7663722;;;;;;;1.0;exp;rdm_values;balanced;20;3.998896633002628;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;81.0;left;0.0;99999.0
2024/08/02;44;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598160.820044;1722598176.0987298;;;1722598174.103244;1722598174.141244;1722598174.517144,1722598174.708244,1722598175.182244;1722598174.606544,1722598175.161144,1722598175.359544;1722598160.820044;1722598174.103244;1722598174.528944;1722598176.0987442;;;;;1722598174.103244;1722598174.517144;;;1722598174.517144;1722598174.528944;;;;;;;1.0;exp;rdm_values;balanced;20;1.5698593705748953;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;84.0;right;0.0;99999.0
2024/08/02;45;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598176.153789;1722598187.388975;;;1722598185.496689;1722598185.502589;1722598185.858189,1722598186.886789;1722598186.827189,1722598187.181189;1722598176.153789;1722598185.496689;1722598185.8699892;1722598187.388989;;;;;1722598185.496689;1722598185.858189;;;1722598185.858189;1722598185.8699892;;;;;;;1.0;exp;rdm_values;balanced;20;1.5190248324919324;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;87.0;right;0.0;99999.0
2024/08/02;46;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598187.444183;1722598190.164369;;;1722598188.165383;1722598188.2071831;1722598188.414083,1722598188.603183,1722598189.2649832,1722598189.5481832;1722598188.589183,1722598189.233083,1722598189.534183,1722598189.932883;1722598187.444183;1722598188.165383;1722598189.7649832;1722598190.1643832;1722598189.2649832;1722598189.7649832;1722598188.603183;1722598189.2649832;1722598188.165383;1722598188.414083;1722598188.425883;1722598188.603183;1722598188.414083;1722598188.425883;;;;;1722598188.603508;1722598189.265399;1.0;exp;rdm_values;balanced;20;6.399487360586359;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;90.0;right;0.0;99999.0
2024/08/02;47;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598190.217964;1722598194.68095;;;1722598190.751264;1722598190.7805638;1722598191.035364;1722598190.353464,1722598192.405164;1722598190.217964;1722598190.751264;1722598191.047164;1722598194.680964;;;;;1722598190.751264;1722598191.035364;;;1722598191.035364;1722598191.047164;;;;;;;1.0;exp;rdm_values;balanced;20;3.6338272129728253;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;93.0;right;0.0;99999.0
2024/08/02;48;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598194.735354;1722598204.00764;;;1722598195.528354;1722598195.582554;1722598195.7979538;1722598196.153054;1722598194.735354;1722598195.528354;1722598202.309754;1722598204.007654;1722598201.809754;1722598202.309754;1722598200.809754;1722598201.809754;1722598195.528354;1722598195.7979538;1722598195.809754;1722598200.809754;1722598195.7979538;1722598195.809754;;;;;1722598200.810089;1722598201.81019;1.0;exp;rdm_values;balanced;20;7.6979556498841735;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;96.0;right;0.0;99999.0
2024/08/02;49;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598204.063577;1722598231.209363;1722598223.895777;1722598223.909577;1722598226.640277;1722598226.7362769;1722598227.003377;1722598227.501777;1722598204.063577;1722598226.640277;1722598227.015177;1722598231.209377;;;;;1722598226.640277;1722598227.003377;;;1722598227.003377;1722598227.015177;;;;;;;1.0;exp;rdm_values;balanced;20;4.194280216425885;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;99.0;right;0.0;99999.0
2024/08/02;50;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598231.264453;1722598233.979739;;;1722598233.004153;1722598233.070853;1722598233.355553;;1722598231.264453;1722598233.004153;1722598233.367353;1722598233.979753;;;;;1722598233.004153;1722598233.355553;;;1722598233.355553;1722598233.367353;;;;;;;1.0;exp;rdm_values;balanced;20;0.612424050846871;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;102.0;right;0.0;99999.0
2024/08/02;51;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598234.034094;1722598243.9244802;;;1722598235.3699942,1722598235.4103942;1722598235.373894,1722598235.442094;1722598235.690994;1722598234.991894,1722598237.157994;1722598234.034094;1722598235.3699942;1722598242.202794;1722598243.924494;1722598241.702794;1722598242.202794;1722598240.702794;1722598241.702794;1722598235.3699942;1722598235.690994;1722598235.702794;1722598240.702794;1722598235.690994;1722598235.702794;;;;;1722598240.703111;1722598241.703207;1.0;exp;rdm_values;balanced;20;7.721751707254987;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;105.0;right;0.0;99999.0
2024/08/02;52;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598243.978569;1722598264.8515549;;;1722598257.377769;1722598257.424669;1722598257.717669;1722598258.655769;1722598243.978569;1722598257.377769;1722598264.229469;1722598264.851569;1722598263.729469;1722598264.229469;1722598262.729469;1722598263.729469;1722598257.377769;1722598257.717669;1722598257.729469;1722598262.729469;1722598257.717669;1722598257.729469;;;;;1722598262.730276;1722598263.730477;1.0;exp;rdm_values;balanced;20;6.622136430302931;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;108.0;right;0.0;99999.0
2024/08/02;53;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598264.905981;1722598271.2335672;1722598266.585681;1722598267.001081;1722598265.784181;1722598265.8396811;;;1722598264.905981;1722598265.784181;1722598267.085681;1722598271.233581;;;;;1722598265.784181;1722598266.585681;;;;;1722598266.585681;1722598267.085681;1722598266.585947;;;;1.0;exp;rdm_values;balanced;20;4.1479339706893885;[0.9, 0.8];2.0;0;6;incorrect;0.9;0.0125;108.0;right;0.0;99999.0
2024/08/02;54;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598271.287078;1722598288.8521638;;;1722598287.116478;1722598287.1853778;1722598287.468278;1722598288.348078;1722598271.287078;1722598287.116478;1722598287.480078;1722598288.852178;;;;;1722598287.116478;1722598287.468278;;;1722598287.468278;1722598287.480078;;;;;;;1.0;exp;rdm_values;balanced;20;1.3721595226545213;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;111.0;right;0.0;99999.0
2024/08/02;55;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598288.907562;1722598298.5843482;1722598296.359862;1722598296.680762;1722598290.264662;1722598290.292362;1722598289.637562,1722598289.816962,1722598290.566062,1722598292.005162;1722598289.784162,1722598289.932462,1722598291.892962,1722598293.541062;1722598288.907562;1722598290.264662;1722598293.505162;1722598298.584362;1722598293.005162;1722598293.505162;1722598292.005162;1722598293.005162;1722598290.264662;1722598290.566062;1722598290.577862;1722598292.005162;1722598290.566062;1722598290.577862;;;;;1722598292.005473;1722598293.005643;1.0;exp;rdm_values;balanced;20;11.079213733383796;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;114.0;right;0.0;99999.0
2024/08/02;56;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598298.639693;1722598355.282379;;;1722598339.009493;1722598339.181393;;;1722598298.639693;1722598339.009493;1722598349.009493;1722598355.282393;;;;;1722598339.009493;1722598349.009493;;;;;;;;;;;1.0;exp;rdm_values;balanced;20;6.272985174263553;[0.9, 0.8];2.0;0;6;miss;0.9;0.0125;114.0;right;0.0;99999.0
2024/08/02;57;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598355.337599;1722598395.660485;;;1722598387.508699;1722598387.751499;1722598388.265999,1722598390.668499;1722598389.1857991,1722598390.951399;1722598355.337599;1722598387.508699;1722598388.2777991;1722598395.660499;;;;;1722598387.508699;1722598388.265999;;;1722598388.265999;1722598388.2777991;;;;;;;1.0;exp;rdm_values;balanced;20;7.38278845520978;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;117.0;right;0.0;99999.0
2024/08/02;58;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598395.715464;1722598573.4954505;;;1722598572.737764;1722598572.796564;1722598573.313364;;1722598395.715464;1722598572.737764;1722598573.325164;1722598573.495464;;;;;1722598572.737764;1722598573.313364;;;1722598573.313364;1722598573.325164;;;;;;;1.0;exp;rdm_values;balanced;20;0.170391181793252;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;120.0;right;0.0;99999.0
2024/08/02;59;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598573.557737;1722598579.703623;;;1722598576.5583372;1722598576.613037;1722598576.8462372;1722598576.051537;1722598573.557737;1722598576.5583372;1722598576.858037;1722598579.7036371;;;;;1722598576.5583372;1722598576.8462372;;;1722598576.8462372;1722598576.858037;;;;;;;1.0;exp;rdm_values;balanced;20;2.8456885101749454;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;123.0;right;0.0;99999.0
2024/08/02;60;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598579.757412;1722598603.445598;;;1722598587.098712;1722598587.146612;1722598585.7819118,1722598587.455912,1722598587.504612,1722598588.909312,1722598589.027512,1722598593.946912,1722598595.197412,1722598598.602412,1722598598.840212;1722598584.647912,1722598586.642012,1722598587.471412,1722598588.778212,1722598588.952712,1722598589.235412,1722598595.066512,1722598595.488412,1722598598.685912,1722598599.581712;1722598579.757412;1722598587.098712;1722598587.467712;1722598603.445612;;;;;1722598587.098712;1722598587.455912;;;1722598587.455912;1722598587.467712;;;;;;;1.0;exp;rdm_values;balanced;20;15.977968996246284;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;126.0;right;0.0;99999.0
2024/08/02;61;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598603.500816;1722598612.861202;;;1722598608.2981162;1722598608.368616;1722598608.6046162;1722598609.0063162;1722598603.500816;1722598608.2981162;1722598609.1046162;1722598612.861216;;;;;1722598608.2981162;1722598608.6046162;;;;;1722598608.6046162;1722598609.1046162;1722598608.604777;;;;2.0;exp;rdm_values;balanced;20;3.7566934983741627;[0.9, 0.8];2.0;1;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;62;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598612.916014;1722598616.5148;;;1722598613.659814;1722598613.701714;1722598613.968314;1722598615.389614;1722598612.916014;1722598613.659814;1722598614.468314;1722598616.514814;;;;;1722598613.659814;1722598613.968314;;;;;1722598613.968314;1722598614.468314;1722598613.968429;;;;2.0;exp;rdm_values;balanced;20;2.0465853384516675;[0.9, 0.8];2.0;1;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;63;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598616.570393;1722598620.3004792;;;1722598617.5091932;1722598617.525393;1722598617.8532932;1722598618.4039931;1722598616.570393;1722598617.5091932;1722598618.3532932;1722598620.300493;;;;;1722598617.5091932;1722598617.8532932;;;;;1722598617.8532932;1722598618.3532932;1722598617.853581;;;;2.0;exp;rdm_values;balanced;20;1.9472176245551438;[0.9, 0.8];2.0;0;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;64;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598620.355855;1722598634.637541;;;1722598621.187255;1722598621.212755;1722598621.450655;1722598621.822255;1722598620.355855;1722598621.187255;1722598628.450655;1722598634.637555;1722598627.950655;1722598628.450655;1722598626.950655;1722598627.950655;1722598621.187255;1722598621.450655;1722598621.950655;1722598626.950655;;;1722598621.450655;1722598621.950655;1722598621.450925;;1722598626.951781;1722598627.951267;2.0;exp;rdm_values;balanced;20;12.1869768924136;[0.9, 0.8];2.0;1;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;65;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598634.694841;1722598656.074727;;;1722598647.568441;1722598647.665741;1722598647.9205408;1722598648.3419409;1722598634.694841;1722598647.568441;1722598654.9205408;1722598656.074741;1722598654.4205408;1722598654.9205408;1722598653.4205408;1722598654.4205408;1722598647.568441;1722598647.9205408;1722598648.4205408;1722598653.4205408;;;1722598647.9205408;1722598648.4205408;1722598647.921306;;1722598653.421498;1722598654.42152;2.0;exp;rdm_values;balanced;20;7.154237055504342;[0.9, 0.8];2.0;1;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;66;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598656.130309;1722598714.0504951;;;1722598703.4269092;1722598703.460309;1722598703.863209;1722598703.890809;1722598656.130309;1722598703.4269092;1722598710.863209;1722598714.0505092;1722598710.363209;1722598710.863209;1722598709.363209;1722598710.363209;1722598703.4269092;1722598703.863209;1722598704.363209;1722598709.363209;;;1722598703.863209;1722598704.363209;1722598703.865308;;1722598709.365671;1722598710.365505;2.0;exp;rdm_values;balanced;20;9.187350573538371;[0.9, 0.8];2.0;1;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;67;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598714.106349;1722598728.7567348;;;1722598718.477149;1722598718.497949;1722598718.733249;1722598719.182649;1722598714.106349;1722598718.477149;1722598719.233249;1722598728.756749;;;;;1722598718.477149;1722598718.733249;;;;;1722598718.733249;1722598719.233249;1722598718.733575;;;;2.0;exp;rdm_values;balanced;20;9.523531018840131;[0.9, 0.8];2.0;0;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;68;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598728.81288;1722598742.149566;1722598740.76578;1722598741.23848;1722598740.35938;1722598740.4112802;;;1722598728.81288;1722598740.35938;1722598741.26578;1722598742.14958;;;;;1722598740.35938;1722598740.76578;;;;;1722598740.76578;1722598741.26578;1722598740.766395;;;;2.0;exp;rdm_values;balanced;20;0.8838887680510666;[0.9, 0.8];2.0;0;6;incorrect;0.19999999999999996;0.0125;126.0;right;0.0;99999.0
2024/08/02;69;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598742.205051;1722598748.676837;;;1722598746.0629508;1722598746.0961509;1722598744.798951,1722598746.355351;1722598744.9163508,1722598746.7676508;1722598742.205051;1722598746.0629508;1722598746.855351;1722598748.676851;;;;;1722598746.0629508;1722598746.355351;;;;;1722598746.355351;1722598746.855351;1722598746.355653;;;;2.0;exp;rdm_values;balanced;20;1.8215928939799824;[0.9, 0.8];2.0;1;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;70;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598748.731634;1722598778.13402;;;1722598756.0969338;1722598756.1292338;1722598756.367334;1722598756.741634;1722598748.731634;1722598756.0969338;1722598763.367334;1722598778.134034;1722598762.867334;1722598763.367334;1722598761.867334;1722598762.867334;1722598756.0969338;1722598756.367334;1722598756.867334;1722598761.867334;;;1722598756.367334;1722598756.867334;1722598756.367835;;1722598761.868004;1722598762.868198;2.0;exp;rdm_values;balanced;20;20.766767818219456;[0.9, 0.8];2.0;1;6;incorrect;0.19999999999999996;0.0125;126.0;left;0.0;99999.0
2024/08/02;71;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598778.190855;1722598888.78494;;;1722598875.752955;1722598875.775455;1722598875.025455;1722598875.342755;1722598778.190855;1722598875.752955;1722598885.752955;1722598888.784955;;;;;1722598875.752955;1722598885.752955;;;;;;;;;;;3.0;exp;rdm_values;balanced;20;3.0320324360973387;[0.9, 0.8];2.0;1;6;miss;0.9;0.0125;126.0;right;0.0;99999.0
2024/08/02;72;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722598888.843608;1722599002.526194;1722598996.524808;1722598996.719108;1722598997.767308;1722598997.788808;1722598998.8992078;1722598999.153208;1722598888.843608;1722598997.767308;1722598998.911008;1722599002.526208;;;;;1722598997.767308;1722598998.8992078;;;1722598998.8992078;1722598998.911008;;;;;;;3.0;exp;rdm_values;balanced;20;3.6152832723660886;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;129.0;right;0.0;99999.0
2024/08/02;73;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599002.58477;1722599183.973156;;;1722599180.68727;1722599180.78997;1722599179.09827,1722599179.2909698,1722599181.06517;1722599179.22317,1722599179.31437,1722599181.34997;1722599002.58477;1722599180.68727;1722599181.07697;1722599183.97317;;;;;1722599180.68727;1722599181.06517;;;1722599181.06517;1722599181.07697;;;;;;;3.0;exp;rdm_values;balanced;20;2.896296977960478;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;132.0;right;0.0;99999.0
2024/08/02;74;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599184.033644;1722599196.44213;;;1722599193.639744;1722599193.664944;1722599193.963344;;1722599184.033644;1722599193.639744;1722599193.975144;1722599196.442144;;;;;1722599193.639744;1722599193.963344;;;1722599193.963344;1722599193.975144;;;;;;;3.0;exp;rdm_values;balanced;20;2.4670619775776057;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;135.0;right;0.0;99999.0
2024/08/02;75;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599196.498735;1722599209.599921;;;1722599198.511535;1722599198.5311348;1722599198.7755349,1722599198.893835,1722599201.518235,1722599204.010135;1722599197.790535,1722599198.8515348,1722599201.322135,1722599201.795635,1722599204.708435;1722599196.498735;1722599198.511535;1722599200.393835;1722599209.599935;1722599199.893835;1722599200.393835;1722599198.893835;1722599199.893835;1722599198.511535;1722599198.7755349;1722599198.787335;1722599198.893835;1722599198.7755349;1722599198.787335;;;;;1722599198.894268;1722599199.89445;3.0;exp;rdm_values;balanced;20;15.206128007240151;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;138.0;right;0.0;99999.0
2024/08/02;76;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599209.655986;1722599287.9220722;;;1722599283.9690862;1722599284.069386;1722599283.325586,1722599283.503586,1722599284.368186;1722599283.4611862,1722599283.561986;1722599209.655986;1722599283.9690862;1722599284.379986;1722599287.922086;;;;;1722599283.9690862;1722599284.368186;;;1722599284.368186;1722599284.379986;;;;;;;3.0;exp;rdm_values;balanced;20;3.5421568749911856;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;141.0;right;0.0;99999.0
2024/08/02;77;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599287.979169;1722599305.0453548;;;1722599296.2424688;1722599296.272569;1722599295.081069,1722599296.538369;1722599293.028869,1722599295.7001688,1722599297.167769;1722599287.979169;1722599296.2424688;1722599296.550169;1722599305.045369;;;;;1722599296.2424688;1722599296.538369;;;1722599296.538369;1722599296.550169;;;;;;;3.0;exp;rdm_values;balanced;20;8.495247267596183;[0.9, 0.8];2.0;0;6;correct;0.9;0.0125;144.0;right;0.0;99999.0
2024/08/02;78;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599305.099394;1722599333.4681802;;;1722599331.9877942;1722599332.112194;1722599332.3845942;;1722599305.099394;1722599331.9877942;1722599332.396394;1722599333.468194;;;;;1722599331.9877942;1722599332.3845942;;;1722599332.3845942;1722599332.396394;;;;;;;3.0;exp;rdm_values;balanced;20;1.0718095669025909;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;147.0;right;0.0;99999.0
2024/08/02;79;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599333.524096;1722599335.771382;;;1722599334.249096;1722599334.296796;1722599334.543496;1722599333.701396;1722599333.524096;1722599334.249096;1722599334.555296;1722599335.771396;;;;;1722599334.249096;1722599334.543496;;;1722599334.543496;1722599334.555296;;;;;;;3.0;exp;rdm_values;balanced;20;1.2161310656465185;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;150.0;right;0.0;99999.0
2024/08/02;80;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599335.827107;1722599341.7864928;;;1722599337.2761068;1722599337.307407;1722599337.569207;1722599336.611507,1722599339.193907;1722599335.827107;1722599337.2761068;1722599337.581007;1722599341.786507;;;;;1722599337.2761068;1722599337.569207;;;1722599337.569207;1722599337.581007;;;;;;;3.0;exp;rdm_values;balanced;20;4.205543910289957;[0.9, 0.8];2.0;1;6;correct;0.9;0.0125;153.0;right;0.0;99999.0
2024/08/02;81;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599341.897964;1722599348.46475;;;1722599344.473864;1722599344.568964;1722599344.836964;1722599345.129564;1722599341.897964;1722599344.473864;1722599345.336964;1722599348.464764;;;;;1722599344.473864;1722599344.836964;;;;;1722599344.836964;1722599345.336964;1722599344.837243;;;;4.0;exp;rdm_values;balanced;20;3.1278482497569797;[0.9, 0.8];2.0;1;6;incorrect;0.09999999999999998;0.0125;153.0;left;0.0;99999.0
2024/08/02;82;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599348.520778;1722599396.248364;;;1722599367.814978;1722599367.913578;1722599368.250578,1722599370.330978;1722599369.241678,1722599370.562278;1722599348.520778;1722599367.814978;1722599375.250578;1722599396.248378;1722599374.750578;1722599375.250578;1722599373.750578;1722599374.750578;1722599367.814978;1722599368.250578;1722599368.750578;1722599373.750578;;;1722599368.250578;1722599368.750578;1722599368.251583;;1722599373.751808;1722599374.751888;4.0;exp;rdm_values;balanced;20;26.997850878675756;[0.9, 0.8];2.0;1;6;incorrect;0.09999999999999998;0.0125;153.0;left;0.0;99999.0
2024/08/02;83;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599396.303627;1722599400.525713;;;1722599398.100727;1722599398.110627;1722599397.109627,1722599397.562527,1722599398.326927;1722599397.171327,1722599397.620527,1722599399.140427;1722599396.303627;1722599398.100727;1722599398.826927;1722599400.525727;;;;;1722599398.100727;1722599398.326927;;;;;1722599398.326927;1722599398.826927;1722599398.327229;;;;4.0;exp;rdm_values;balanced;20;1.698880139659777;[0.9, 0.8];2.0;0;6;incorrect;0.09999999999999998;0.0125;153.0;left;0.0;99999.0
2024/08/02;84;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599400.580112;1722599408.1813982;;;1722599404.104812;1722599404.153312;1722599404.464912;1722599404.674512;1722599400.580112;1722599404.104812;1722599404.964912;1722599408.181412;;;;;1722599404.104812;1722599404.464912;;;;;1722599404.464912;1722599404.964912;1722599404.465063;;;;4.0;exp;rdm_values;balanced;20;3.216557095836799;[0.9, 0.8];2.0;1;6;incorrect;0.09999999999999998;0.0125;153.0;left;0.0;99999.0
2024/08/02;85;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599408.237527;1722599419.772713;;;1722599410.081827;1722599410.1093268;1722599410.376127;1722599410.705627;1722599408.237527;1722599410.081827;1722599417.376127;1722599419.772727;1722599416.876127;1722599417.376127;1722599415.876127;1722599416.876127;1722599410.081827;1722599410.376127;1722599410.876127;1722599415.876127;;;1722599410.376127;1722599410.876127;1722599410.37641;;1722599415.876754;1722599416.87674;4.0;exp;rdm_values;balanced;20;8.396664104659255;[0.9, 0.8];2.0;1;6;incorrect;0.09999999999999998;0.0125;153.0;left;0.0;99999.0
2024/08/02;86;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599419.827968;1722599464.987854;;;1722599453.722168;1722599453.7657678;1722599453.9964678;1722599454.1911678;1722599419.827968;1722599453.722168;1722599460.9964678;1722599464.9878678;1722599460.4964678;1722599460.9964678;1722599459.4964678;1722599460.4964678;1722599453.722168;1722599453.9964678;1722599454.4964678;1722599459.4964678;;;1722599453.9964678;1722599454.4964678;1722599453.997903;;1722599459.498062;1722599460.498126;4.0;exp;rdm_values;balanced;20;9.99149306803657;[0.9, 0.8];2.0;1;6;incorrect;0.09999999999999998;0.0125;153.0;left;0.0;99999.0
2024/08/02;87;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599465.045042;1722599501.700228;;;1722599500.091142;1722599500.121642;1722599499.0342422,1722599500.916042;1722599499.099642,1722599501.229242;1722599465.045042;1722599500.091142;1722599501.416042;1722599501.700242;;;;;1722599500.091142;1722599500.916042;;;;;1722599500.916042;1722599501.416042;1722599500.917654;;;;4.0;exp;rdm_values;balanced;20;0.2842955828998732;[0.9, 0.8];2.0;0;6;incorrect;0.09999999999999998;0.0125;153.0;left;0.0;99999.0
2024/08/02;88;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599501.756904;1722599525.44189;;;1722599524.3927038;1722599524.491104;1722599524.738704;;1722599501.756904;1722599524.3927038;1722599524.7505038;1722599525.4419038;;;;;1722599524.3927038;1722599524.738704;;;1722599524.738704;1722599524.7505038;;;;;;;4.0;exp;rdm_values;balanced;20;0.6914833961318526;[0.9, 0.8];2.0;0;6;correct;0.09999999999999998;0.0125;156.0;right;0.0;99999.0
2024/08/02;89;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599525.497905;1722599527.6940908;;;1722599526.091805,1722599526.138205;1722599526.105805,1722599526.192905;1722599526.465405,1722599526.482805;1722599525.641905,1722599526.476305,1722599526.801905;1722599525.497905;1722599526.091805;1722599526.965405;1722599527.694105;;;;;1722599526.091805;1722599526.465405;;;;;1722599526.465405;1722599526.965405;1722599526.465678;;;;4.0;exp;rdm_values;balanced;20;0.7287652487416808;[0.9, 0.8];2.0;1;6;incorrect;0.09999999999999998;0.0125;156.0;left;0.0;99999.0
